id,prenom,nom,sexe,age,telephone,email,adresse,region,departement,groupe_sanguin,profession,date_dernier_don,frequence_annuelle,statut_actif
DON-33053,Assane,Camara,M,21,+221 78 148 76 33,assane.camara@example.sn,"Quartier Plateau, Malem Hodar",Kaffrine,Malem Hodar,O+,Ingénieur,2024-08-02,0,False
DON-52688,Babacar,Sane,M,36,+221 78 284 77 22,babacar.sane@example.sn,"Quartier HLM, Goudomp",Sédhiou,Goudomp,B+,Infirmier,2024-03-12,0,False
DON-86689,El Hadji,Thiam,M,30,+221 76 191 16 63,elhadji.thiam1@example.sn,"Quartier Plateau, Louga",Louga,Louga,A+,Agriculteur,2024-10-09,0,False
DON-45349,Khady,Mbaye,F,33,+221 78 663 53 21,khady.mbaye@example.sn,"Quartier Médina, Birkelane",Kaffrine,Birkelane,A+,Commerçant,2025-02-01,2,False
DON-38816,Alioune,Gueye,M,33,+221 70 363 04 68,alioune.gueye@example.sn,"Quartier Diamaguène, Mbour",Thiès,Mbour,A+,Fonctionnaire,2025-02-17,2,False
DON-72061,Abdoulaye,Thiam,M,34,+221 76 568 37 10,abdoulaye.thiam@example.sn,"Quartier Escale, Linguère",Louga,Linguère,O-,Journaliste,2024-06-08,2,False
DON-85196,Babacar,Ba,M,26,+221 77 800 90 48,babacar.ba@example.sn,"Quartier Escale, Vélingara",Kolda,Vélingara,O+,Commerçant,2025-09-04,4,True
DON-69302,Assane,Niang,M,46,+221 76 503 51 13,assane.niang@example.sn,"Quartier Escale, Médina Yoro Foulah",Kolda,Médina Yoro Foulah,O+,Architecte,2025-10-26,1,True
DON-72886,Mame,Gueye,F,27,+221 70 371 46 01,mame.gueye@example.sn,"Quartier Plateau, Koungheul",Kaffrine,Koungheul,O-,Etudiant,2026-01-18,4,True
DON-92157,Safietou,Gueye,F,31,+221 76 102 28 78,safietou.gueye1@example.sn,"Quartier Escale, Linguère",Louga,Linguère,O+,Électricien,2025-01-20,2,False
DON-81098,Dieynaba,Diop,F,43,+221 75 447 53 40,dieynaba.diop@example.sn,"Quartier Escale, Guinguinéo",Kaolack,Guinguinéo,O+,Tailleur,2024-05-17,2,False
DON-70994,Souleymane,Diagne,M,50,+221 75 168 57 57,souleymane.diagne1@example.sn,"Quartier HLM, Salémata",Kédougou,Salémata,A+,Comptable,2025-01-25,0,False
DON-24884,Djibril,Diaw,M,24,+221 76 451 97 58,djibril.diaw@example.sn,"Quartier Médina, Saint-Louis",Saint-Louis,Saint-Louis,B+,Tailleur,2024-07-31,1,False
DON-73730,Dieynaba,Dia,F,22,+221 75 983 62 67,dieynaba.dia@example.sn,"Quartier Escale, Médina Yoro Foulah",Kolda,Médina Yoro Foulah,B+,Sans emploi,2024-10-28,2,False
DON-20508,Oumou,Kane,F,25,+221 76 399 99 64,oumou.kane@example.sn,"Quartier HLM, Kaffrine",Kaffrine,Kaffrine,O+,Enseignant,2025-11-06,1,True
DON-92218,Alioune,Sow,M,34,+221 77 591 85 67,alioune.sow1@example.sn,"Quartier Plateau, Matam",Matam,Matam,O+,Architecte,2024-08-19,0,False
DON-12888,Bineta,Thiam,F,39,+221 78 971 77 85,bineta.thiam@example.sn,"Quartier HLM, Goudomp",Sédhiou,Goudomp,A-,Journaliste,2025-12-01,3,True
DON-49856,Rokhaya,Seck,F,35,+221 75 321 38 24,rokhaya.seck@example.sn,"Quartier HLM, Saraya",Kédougou,Saraya,B-,Fonctionnaire,2024-10-23,1,False
DON-91085,Serigne,Diallo,M,24,+221 78 998 11 23,serigne.diallo1@example.sn,"Quartier HLM, Kaolack",Kaolack,Kaolack,A-,Fonctionnaire,2025-08-17,2,True
DON-44132,Moussa,Sy,M,61,+221 70 409 53 39,moussa.sy1@example.sn,"Quartier Médina, Thiès",Thiès,Thiès,AB+,Architecte,2024-11-09,2,False
DON-79945,Daouda,Ba,M,30,+221 70 303 82 64,daouda.ba2@example.sn,"Quartier Escale, Birkelane",Kaffrine,Birkelane,B-,Électricien,2025-08-21,4,True
DON-53421,Pape,Diagne,M,19,+221 70 895 09 01,pape.diagne2@example.sn,"Quartier HLM, Birkelane",Kaffrine,Birkelane,O+,Agriculteur,2024-09-02,2,False
DON-82215,Awa,Diaw,F,33,+221 77 616 87 61,awa.diaw@example.sn,"Quartier Escale, Tivaouane",Thiès,Tivaouane,A+,Électricien,2024-03-11,2,False
DON-79000,Pape,Diallo,M,22,+221 78 566 28 44,pape.diallo2@example.sn,"Quartier Médina, Mbour",Thiès,Mbour,O+,Etudiant,2024-06-16,0,False
DON-89308,Khadija,Dia,F,31,+221 75 194 03 22,khadija.dia1@example.sn,"Quartier HLM, Tivaouane",Thiès,Tivaouane,B+,Électricien,2024-05-27,0,False
DON-83535,Bineta,Mbaye,F,28,+221 77 461 87 64,bineta.mbaye@example.sn,"Quartier Plateau, Kaffrine",Kaffrine,Kaffrine,B+,Journaliste,2024-11-04,1,False
DON-88372,Khady,Gaye,F,42,+221 77 340 98 67,khady.gaye@example.sn,"Quartier Médina, Kanel",Matam,Kanel,B+,Maçon,2024-06-12,1,False
DON-64331,Mariama,Diagne,F,23,+221 78 875 30 86,mariama.diagne1@example.sn,"Quartier Diamaguène, Koumpentoum",Tambacounda,Koumpentoum,B+,Agriculteur,2025-04-30,0,False
DON-49834,Samba,Cisse,M,21,+221 76 877 54 31,samba.cisse@example.sn,"Quartier Médina, Bignona",Ziguinchor,Bignona,O+,Etudiant,2024-06-14,0,False
DON-64677,Alioune,Cisse,M,33,+221 78 925 24 86,alioune.cisse1@example.sn,"Quartier Médina, Saraya",Kédougou,Saraya,O+,Etudiant,2025-04-15,0,False
DON-92312,Rokhaya,Fall,F,36,+221 76 300 62 81,rokhaya.fall@example.sn,"Quartier HLM, Goudiry",Tambacounda,Goudiry,AB+,Ingénieur,2025-05-15,2,False
DON-27759,Alioune,Diouf,M,24,+221 70 373 98 67,alioune.diouf@example.sn,"Quartier Escale, Tambacounda",Tambacounda,Tambacounda,B+,Chauffeur,2024-02-25,1,False
DON-77353,Bintou,Diagne,F,28,+221 78 407 43 82,bintou.diagne1@example.sn,"Quartier Escale, Kaffrine",Kaffrine,Kaffrine,B+,Fonctionnaire,2025-11-17,3,True
DON-80047,Khadija,Gaye,F,40,+221 75 689 93 61,khadija.gaye@example.sn,"Quartier Médina, Guinguinéo",Kaolack,Guinguinéo,O+,Etudiant,2025-10-28,2,True
DON-38557,Bineta,Toure,F,29,+221 78 944 53 63,bineta.toure@example.sn,"Quartier Médina, Bounkiling",Sédhiou,Bounkiling,O+,Informaticien,2025-10-22,1,True
DON-55640,Oumou,Diagne,F,46,+221 70 708 28 91,oumou.diagne@example.sn,"Quartier Médina, Thiès",Thiès,Thiès,O+,Avocat,2024-09-30,2,False
DON-28659,Khady,Diaw,F,43,+221 78 615 77 91,khady.diaw2@example.sn,"Quartier Médina, Kaolack",Kaolack,Kaolack,A+,Informaticien,2025-09-25,2,True
DON-15572,Assane,Diaw,M,23,+221 78 280 88 75,assane.diaw1@example.sn,"Quartier Escale, Saint-Louis",Saint-Louis,Saint-Louis,O+,Ingénieur,2024-11-19,2,False
DON-26225,Serigne,Sow,M,22,+221 75 444 60 60,serigne.sow@example.sn,"Quartier Diamaguène, Kaolack",Kaolack,Kaolack,O+,Informaticien,2025-10-28,2,True
DON-56163,Fatou,Fall,F,54,+221 78 939 92 51,fatou.fall@example.sn,"Quartier Diamaguène, Mbacké",Diourbel,Mbacké,O+,Infirmier,2025-02-12,2,False
DON-32514,Ousmane,Samb,M,35,+221 75 107 26 27,ousmane.samb@example.sn,"Quartier Escale, Tambacounda",Tambacounda,Tambacounda,O+,Informaticien,2025-04-21,2,False
DON-56507,Bineta,Diaw,F,32,+221 76 811 50 80,bineta.diaw1@example.sn,"Quartier Médina, Bakel",Tambacounda,Bakel,O+,Ingénieur,2025-08-02,0,False
DON-57349,Aissatou,Toure,F,33,+221 70 168 12 98,aissatou.toure1@example.sn,"Quartier Escale, Kaffrine",Kaffrine,Kaffrine,B+,Tailleur,2024-09-14,1,False
DON-39605,Samba,Cisse,M,42,+221 75 783 30 61,samba.cisse1@example.sn,"Quartier HLM, Goudomp",Sédhiou,Goudomp,O+,Journaliste,2024-11-06,0,False
DON-23785,Serigne,Dia,M,20,+221 76 834 93 99,serigne.dia@example.sn,"Quartier Diamaguène, Birkelane",Kaffrine,Birkelane,O+,Enseignant,2024-03-17,0,False
DON-18481,Samba,Mbaye,M,58,+221 70 434 01 15,samba.mbaye@example.sn,"Quartier HLM, Ranérou",Matam,Ranérou,O+,Informaticien,2025-08-15,4,True
DON-87810,Babacar,Samb,M,34,+221 70 771 48 37,babacar.samb1@example.sn,"Quartier HLM, Vélingara",Kolda,Vélingara,O+,Sans emploi,2024-06-18,2,False
DON-74138,Rokhaya,Niang,F,44,+221 76 487 25 47,rokhaya.niang@example.sn,"Quartier Médina, Kaolack",Kaolack,Kaolack,A+,Etudiant,2025-05-23,0,False
DON-52854,Abdoulaye,Ly,M,57,+221 78 607 93 45,abdoulaye.ly@example.sn,"Quartier Diamaguène, Kédougou",Kédougou,Kédougou,B+,Mécanicien,2024-03-10,0,False
DON-55038,Oumou,Faye,F,34,+221 75 129 64 59,oumou.faye@example.sn,"Quartier Escale, Nioro du Rip",Kaolack,Nioro du Rip,B+,Journaliste,2024-07-28,0,False
DON-82963,Oumou,Ba,F,32,+221 70 375 38 83,oumou.ba1@example.sn,"Quartier Plateau, Kébémer",Louga,Kébémer,A+,Journaliste,2025-08-06,0,False
DON-99833,Maimouna,Mbaye,F,36,+221 75 888 22 44,maimouna.mbaye1@example.sn,"Quartier Plateau, Sédhiou",Sédhiou,Sédhiou,B+,Architecte,2024-07-16,0,False
DON-47281,Samba,Camara,M,57,+221 70 203 05 23,samba.camara@example.sn,"Quartier Escale, Goudomp",Sédhiou,Goudomp,O+,Commerçant,2025-02-07,0,False
DON-59882,Bineta,Gaye,F,20,+221 77 818 31 34,bineta.gaye@example.sn,"Quartier HLM, Ranérou",Matam,Ranérou,O+,Comptable,2025-02-19,1,False
DON-18585,Aminata,Dia,F,27,+221 70 292 05 09,aminata.dia@example.sn,"Quartier HLM, Fatick",Fatick,Fatick,B+,Fonctionnaire,2025-11-09,1,True
DON-12674,Aminata,Mbacke,F,36,+221 76 137 30 65,aminata.mbacke1@example.sn,"Quartier HLM, Salémata",Kédougou,Salémata,O+,Électricien,2025-05-06,2,False
DON-75107,Awa,Seck,F,23,+221 75 669 65 26,awa.seck@example.sn,"Quartier Médina, Mbour",Thiès,Mbour,O+,Maçon,2025-02-24,1,False
DON-44754,Mame,Ly,F,47,+221 77 598 82 06,mame.ly@example.sn,"Quartier Diamaguène, Kédougou",Kédougou,Kédougou,B-,Électricien,2025-04-15,0,False
DON-79607,Demba,Boye,M,37,+221 76 816 56 47,demba.boye@example.sn,"Quartier Médina, Tambacounda",Tambacounda,Tambacounda,A+,Comptable,2024-07-03,0,False
DON-62730,Dieynaba,Gaye,F,39,+221 70 964 64 60,dieynaba.gaye@example.sn,"Quartier Plateau, Guinguinéo",Kaolack,Guinguinéo,B+,Architecte,2024-12-06,0,False
DON-45118,Malick,Diaw,M,36,+221 75 827 66 89,malick.diaw@example.sn,"Quartier Diamaguène, Ziguinchor",Ziguinchor,Ziguinchor,A+,Commerçant,2024-10-13,2,False
DON-67067,Omar,Mbacke,M,25,+221 76 634 61 13,omar.mbacke@example.sn,"Quartier Escale, Diourbel",Diourbel,Diourbel,O+,Informaticien,2025-04-02,1,False
DON-24884,Sokhna,Sarr,F,40,+221 78 421 98 16,sokhna.sarr@example.sn,"Quartier Escale, Bambey",Diourbel,Bambey,A+,Infirmier,2025-06-04,1,False
DON-45744,Rokhaya,Ndoye,F,39,+221 78 148 89 19,rokhaya.ndoye3@example.sn,"Quartier HLM, Médina Yoro Foulah",Kolda,Médina Yoro Foulah,A+,Chauffeur,2025-08-24,2,True
DON-88852,El Hadji,Ly,M,22,+221 70 206 67 23,elhadji.ly@example.sn,"Quartier Plateau, Saint-Louis",Saint-Louis,Saint-Louis,O+,Comptable,2025-03-19,2,False
DON-25812,Samba,Samb,M,27,+221 75 981 24 02,samba.samb@example.sn,"Quartier HLM, Matam",Matam,Matam,AB+,Sans emploi,2024-09-09,0,False
DON-40924,Boubacar,Sow,M,29,+221 76 465 75 73,boubacar.sow@example.sn,"Quartier Médina, Dagana",Saint-Louis,Dagana,AB+,Mécanicien,2024-12-31,0,False
DON-59113,Alioune,Mbacke,M,48,+221 77 630 98 20,alioune.mbacke@example.sn,"Quartier Diamaguène, Médina Yoro Foulah",Kolda,Médina Yoro Foulah,A+,Journaliste,2024-08-06,1,False
DON-12762,Alioune,Wade,M,30,+221 75 158 40 05,alioune.wade@example.sn,"Quartier Escale, Saint-Louis",Saint-Louis,Saint-Louis,O+,Infirmier,2025-03-25,1,False
DON-40983,Sokhna,Sarr,F,51,+221 76 751 74 62,sokhna.sarr1@example.sn,"Quartier Escale, Kanel",Matam,Kanel,O+,Électricien,2024-08-05,1,False
DON-67520,Mariama,Diagne,F,28,+221 70 781 63 95,mariama.diagne2@example.sn,"Quartier Escale, Louga",Louga,Louga,O+,Chauffeur,2025-08-23,1,True
DON-31016,Rokhaya,Sane,F,41,+221 70 949 48 83,rokhaya.sane@example.sn,"Quartier Escale, Médina Yoro Foulah",Kolda,Médina Yoro Foulah,O+,Comptable,2025-10-24,4,True
DON-94030,Oumou,Diaw,F,39,+221 78 105 16 03,oumou.diaw@example.sn,"Quartier Plateau, Dakar",Dakar,Dakar,A+,Informaticien,2024-11-06,2,False
DON-27051,Awa,Seck,F,25,+221 75 788 39 63,awa.seck1@example.sn,"Quartier HLM, Thiès",Thiès,Thiès,B+,Avocat,2024-04-10,1,False
DON-21062,Alioune,Diouf,M,46,+221 76 716 72 97,alioune.diouf1@example.sn,"Quartier Médina, Saraya",Kédougou,Saraya,O+,Électricien,2025-07-15,1,False
DON-70610,Mamadou,Ndiaye,M,37,+221 78 539 19 92,mamadou.ndiaye@example.sn,"Quartier Médina, Oussouye",Ziguinchor,Oussouye,A+,Commerçant,2025-11-04,4,True
DON-25381,Salimata,Camara,F,56,+221 77 982 20 92,salimata.camara1@example.sn,"Quartier Plateau, Diourbel",Diourbel,Diourbel,A+,Avocat,2024-07-03,2,False
DON-47743,Aissatou,Sy,F,25,+221 76 741 01 29,aissatou.sy2@example.sn,"Quartier Médina, Matam",Matam,Matam,O+,Journaliste,2025-05-07,0,False
DON-13771,Mustapha,Sane,M,31,+221 70 539 22 66,mustapha.sane@example.sn,"Quartier Médina, Kédougou",Kédougou,Kédougou,B+,Avocat,2025-09-07,2,True
DON-62108,Amy,Dia,F,23,+221 78 743 39 86,amy.dia@example.sn,"Quartier Plateau, Salémata",Kédougou,Salémata,B+,Chauffeur,2025-03-09,0,False
DON-89478,Djibril,Diop,M,53,+221 75 176 35 62,djibril.diop@example.sn,"Quartier Escale, Rufisque",Dakar,Rufisque,B+,Chauffeur,2025-02-06,2,False
DON-86085,Sokhna,Mbaye,F,24,+221 78 536 69 69,sokhna.mbaye@example.sn,"Quartier Médina, Salémata",Kédougou,Salémata,O+,Ingénieur,2025-12-23,4,True
DON-25314,Oumou,Gueye,F,41,+221 70 174 09 18,oumou.gueye@example.sn,"Quartier Médina, Mbour",Thiès,Mbour,B+,Sans emploi,2025-05-13,1,False
DON-51026,Adama,Cisse,F,47,+221 76 376 79 69,adama.cisse@example.sn,"Quartier HLM, Nioro du Rip",Kaolack,Nioro du Rip,O+,Sans emploi,2024-08-23,0,False
DON-31437,Aminata,Faye,F,26,+221 76 832 20 78,aminata.faye@example.sn,"Quartier Escale, Diourbel",Diourbel,Diourbel,A+,Sans emploi,2025-05-13,0,False
DON-26207,Bineta,Diaw,F,33,+221 70 256 99 76,bineta.diaw2@example.sn,"Quartier Médina, Bignona",Ziguinchor,Bignona,A+,Maçon,2025-09-05,2,True
DON-86486,El Hadji,Niang,M,36,+221 77 982 50 74,elhadji.niang@example.sn,"Quartier Diamaguène, Kébémer",Louga,Kébémer,O+,Fonctionnaire,2025-07-01,1,False
DON-99300,Babacar,Toure,M,23,+221 77 761 30 71,babacar.toure@example.sn,"Quartier HLM, Goudomp",Sédhiou,Goudomp,B+,Mécanicien,2025-04-18,1,False
DON-87883,Mamadou,Fall,M,39,+221 77 652 68 66,mamadou.fall@example.sn,"Quartier Escale, Goudomp",Sédhiou,Goudomp,B+,Avocat,2025-05-04,1,False
DON-81716,Cheikh,Boye,M,29,+221 75 739 86 78,cheikh.boye@example.sn,"Quartier Escale, Rufisque",Dakar,Rufisque,A+,Électricien,2025-11-23,3,True
DON-60921,Babacar,Toure,M,23,+221 76 578 04 30,babacar.toure1@example.sn,"Quartier Médina, Kébémer",Louga,Kébémer,O+,Mécanicien,2025-08-21,3,True
DON-97231,Adama,Sane,F,51,+221 77 716 49 02,adama.sane1@example.sn,"Quartier Diamaguène, Dagana",Saint-Louis,Dagana,O+,Informaticien,2025-02-01,1,False
DON-58265,Seynabou,Ly,F,37,+221 75 412 65 32,seynabou.ly@example.sn,"Quartier Plateau, Nioro du Rip",Kaolack,Nioro du Rip,A+,Journaliste,2024-11-28,0,False
DON-74922,Souleymane,Ba,M,26,+221 75 980 26 32,souleymane.ba@example.sn,"Quartier Escale, Goudomp",Sédhiou,Goudomp,O+,Maçon,2025-08-29,4,True
DON-49375,Mariama,Diagne,F,28,+221 78 977 60 28,mariama.diagne3@example.sn,"Quartier Plateau, Dagana",Saint-Louis,Dagana,O-,Maçon,2024-03-05,2,False
DON-70903,Djibril,Fall,M,23,+221 75 525 10 16,djibril.fall1@example.sn,"Quartier HLM, Keur Massar",Dakar,Keur Massar,B+,Chauffeur,2025-10-30,1,True
DON-15932,Ousmane,Sane,M,25,+221 77 798 35 42,ousmane.sane1@example.sn,"Quartier HLM, Salémata",Kédougou,Salémata,A+,Tailleur,2024-12-28,2,False
DON-37665,Safietou,Dia,F,45,+221 78 231 23 22,safietou.dia@example.sn,"Quartier Diamaguène, Goudomp",Sédhiou,Goudomp,B+,Chauffeur,2025-07-27,2,False
DON-72537,Assane,Ndoye,M,31,+221 76 779 63 09,assane.ndoye@example.sn,"Quartier Diamaguène, Dakar",Dakar,Dakar,A+,Sans emploi,2024-04-03,1,False
DON-27709,Maimouna,Dia,F,31,+221 77 420 11 27,maimouna.dia2@example.sn,"Quartier Escale, Ranérou",Matam,Ranérou,B+,Etudiant,2025-09-28,2,True
DON-80593,Cheikh,Ly,M,39,+221 78 244 44 10,cheikh.ly@example.sn,"Quartier HLM, Kédougou",Kédougou,Kédougou,B+,Avocat,2024-05-03,0,False
DON-73576,Adama,Ndiaye,F,51,+221 76 132 92 99,adama.ndiaye@example.sn,"Quartier Plateau, Thiès",Thiès,Thiès,O+,Infirmier,2024-11-05,0,False
DON-66595,Amy,Samb,F,22,+221 76 931 65 19,amy.samb@example.sn,"Quartier Diamaguène, Kébémer",Louga,Kébémer,A+,Architecte,2024-04-29,1,False
DON-73950,Serigne,Mbaye,M,37,+221 78 201 84 55,serigne.mbaye@example.sn,"Quartier Diamaguène, Goudomp",Sédhiou,Goudomp,O+,Etudiant,2024-03-11,1,False
DON-91618,Fama,Fall,F,31,+221 70 852 16 51,fama.fall@example.sn,"Quartier Plateau, Nioro du Rip",Kaolack,Nioro du Rip,B+,Etudiant,2024-09-15,0,False
DON-99780,Nafi,Faye,F,32,+221 70 885 95 76,nafi.faye1@example.sn,"Quartier Médina, Bounkiling",Sédhiou,Bounkiling,B+,Maçon,2024-06-12,2,False
DON-91506,Adama,Samb,F,42,+221 78 573 88 45,adama.samb@example.sn,"Quartier Escale, Saraya",Kédougou,Saraya,O+,Sans emploi,2025-08-22,2,True
DON-49800,Cheikh,Diouf,M,23,+221 78 451 37 01,cheikh.diouf@example.sn,"Quartier Diamaguène, Koumpentoum",Tambacounda,Koumpentoum,B+,Commerçant,2024-09-16,0,False
DON-14190,Coumba,Diallo,F,25,+221 77 666 62 48,coumba.diallo@example.sn,"Quartier Plateau, Kédougou",Kédougou,Kédougou,O+,Mécanicien,2024-09-06,2,False
DON-16117,Ousmane,Ndoye,M,27,+221 75 548 77 58,ousmane.ndoye1@example.sn,"Quartier Médina, Foundiougne",Fatick,Foundiougne,B+,Ingénieur,2025-02-05,2,False
DON-90028,Demba,Diop,M,56,+221 75 270 90 62,demba.diop@example.sn,"Quartier Diamaguène, Bounkiling",Sédhiou,Bounkiling,O+,Commerçant,2025-10-18,1,True
DON-67870,Malick,Sow,M,52,+221 75 936 16 13,malick.sow@example.sn,"Quartier Escale, Louga",Louga,Louga,A+,Agriculteur,2025-04-10,2,False
DON-10863,Awa,Samb,F,48,+221 78 894 67 52,awa.samb1@example.sn,"Quartier HLM, Diourbel",Diourbel,Diourbel,B+,Maçon,2024-12-05,2,False
DON-79422,Abdoulaye,Camara,M,30,+221 76 482 82 58,abdoulaye.camara2@example.sn,"Quartier Médina, Malem Hodar",Kaffrine,Malem Hodar,O+,Journaliste,2025-09-01,4,True
DON-11303,Oumou,Boye,F,30,+221 75 216 73 78,oumou.boye1@example.sn,"Quartier Escale, Oussouye",Ziguinchor,Oussouye,A+,Tailleur,2025-09-07,3,True
DON-29785,Safietou,Diouf,F,31,+221 75 196 98 87,safietou.diouf@example.sn,"Quartier Diamaguène, Kolda",Kolda,Kolda,A+,Maçon,2024-04-18,1,False
DON-11035,Khadija,Diaw,F,42,+221 70 985 48 75,khadija.diaw@example.sn,"Quartier Diamaguène, Bignona",Ziguinchor,Bignona,B+,Agriculteur,2025-02-16,2,False
DON-55252,Oumou,Sarr,F,38,+221 76 431 00 73,oumou.sarr@example.sn,"Quartier HLM, Gossas",Fatick,Gossas,O+,Enseignant,2024-11-08,0,False
DON-47214,Seynabou,Sane,F,49,+221 78 255 72 53,seynabou.sane@example.sn,"Quartier Diamaguène, Ranérou",Matam,Ranérou,B+,Architecte,2024-07-30,1,False
DON-43907,Safietou,Sarr,F,21,+221 78 609 93 02,safietou.sarr@example.sn,"Quartier Plateau, Diourbel",Diourbel,Diourbel,O+,Ingénieur,2024-06-07,0,False
DON-26351,Omar,Camara,M,30,+221 76 599 89 57,omar.camara1@example.sn,"Quartier Diamaguène, Saraya",Kédougou,Saraya,A+,Etudiant,2024-04-08,1,False
DON-97231,Astou,Gaye,F,36,+221 75 492 31 48,astou.gaye@example.sn,"Quartier HLM, Ranérou",Matam,Ranérou,O+,Maçon,2024-05-02,1,False
DON-35238,Demba,Mbaye,M,27,+221 70 862 20 50,demba.mbaye@example.sn,"Quartier Escale, Oussouye",Ziguinchor,Oussouye,B+,Agriculteur,2024-06-17,2,False
DON-68479,Adama,Fall,F,32,+221 77 719 57 28,adama.fall@example.sn,"Quartier Diamaguène, Thiès",Thiès,Thiès,A+,Électricien,2025-06-29,2,False
DON-64646,Coumba,Seck,F,32,+221 78 342 17 27,coumba.seck@example.sn,"Quartier Diamaguène, Goudomp",Sédhiou,Goudomp,B+,Agriculteur,2024-09-20,1,False
DON-14273,Ndeye,Diaw,F,24,+221 78 719 63 63,ndeye.diaw1@example.sn,"Quartier Escale, Oussouye",Ziguinchor,Oussouye,A+,Journaliste,2024-10-07,0,False
DON-59081,Omar,Seck,M,35,+221 70 593 21 87,omar.seck@example.sn,"Quartier Plateau, Kaolack",Kaolack,Kaolack,A+,Etudiant,2025-03-28,0,False
DON-10273,Abdou,Thiam,M,50,+221 77 684 93 58,abdou.thiam@example.sn,"Quartier Escale, Rufisque",Dakar,Rufisque,A+,Commerçant,2024-09-21,1,False
DON-89391,Amy,Cisse,F,51,+221 78 332 40 18,amy.cisse@example.sn,"Quartier Diamaguène, Koumpentoum",Tambacounda,Koumpentoum,O+,Avocat,2024-10-05,1,False
DON-63690,Ndeye,Boye,F,23,+221 76 490 61 09,ndeye.boye2@example.sn,"Quartier Plateau, Kanel",Matam,Kanel,O+,Tailleur,2024-05-06,2,False
DON-13251,Daouda,Wade,M,28,+221 75 618 16 10,daouda.wade3@example.sn,"Quartier Diamaguène, Goudomp",Sédhiou,Goudomp,A+,Mécanicien,2025-08-18,1,True
DON-75881,Boubacar,Ndoye,M,56,+221 77 301 80 16,boubacar.ndoye1@example.sn,"Quartier Diamaguène, Tambacounda",Tambacounda,Tambacounda,B+,Fonctionnaire,2024-10-04,0,False
DON-79932,Mame,Sy,F,47,+221 75 637 59 42,mame.sy@example.sn,"Quartier Plateau, Linguère",Louga,Linguère,AB+,Commerçant,2025-11-09,4,True
DON-43708,Lamine,Thiam,M,20,+221 77 292 34 17,lamine.thiam2@example.sn,"Quartier Escale, Bambey",Diourbel,Bambey,B+,Architecte,2025-01-08,0,False
DON-32176,Ndeye,Diouf,F,25,+221 77 645 74 72,ndeye.diouf@example.sn,"Quartier Médina, Kaolack",Kaolack,Kaolack,O+,Etudiant,2024-03-11,2,False
DON-59219,Mustapha,Mbaye,M,24,+221 77 187 03 70,mustapha.mbaye@example.sn,"Quartier Médina, Mbour",Thiès,Mbour,O+,Infirmier,2025-05-15,2,False
DON-51724,Serigne,Niang,M,30,+221 76 782 96 09,serigne.niang1@example.sn,"Quartier Escale, Podor",Saint-Louis,Podor,A+,Sans emploi,2025-12-03,1,True
DON-42285,Bintou,Sy,F,36,+221 75 310 67 37,bintou.sy@example.sn,"Quartier HLM, Rufisque",Dakar,Rufisque,AB+,Journaliste,2025-10-23,4,True
DON-80455,Malick,Niang,M,30,+221 76 857 89 73,malick.niang1@example.sn,"Quartier Escale, Fatick",Fatick,Fatick,O-,Etudiant,2025-05-28,1,False
DON-42884,Bintou,Diouf,F,53,+221 76 689 58 14,bintou.diouf2@example.sn,"Quartier Médina, Dakar",Dakar,Dakar,B+,Ingénieur,2024-06-01,1,False
DON-26118,Moussa,Sane,M,22,+221 78 568 85 32,moussa.sane@example.sn,"Quartier Plateau, Oussouye",Ziguinchor,Oussouye,A+,Informaticien,2024-02-19,2,False
DON-42234,Khadija,Ba,F,58,+221 70 673 15 97,khadija.ba@example.sn,"Quartier Médina, Salémata",Kédougou,Salémata,O+,Avocat,2025-04-30,2,False
DON-10560,Fatou,Diagne,F,39,+221 77 391 14 51,fatou.diagne1@example.sn,"Quartier Plateau, Matam",Matam,Matam,A+,Architecte,2024-10-04,2,False
DON-80601,Safietou,Mbaye,F,45,+221 77 846 88 26,safietou.mbaye1@example.sn,"Quartier Escale, Ziguinchor",Ziguinchor,Ziguinchor,O+,Comptable,2025-11-16,4,True
DON-35295,Seynabou,Diouf,F,59,+221 76 115 70 90,seynabou.diouf@example.sn,"Quartier Médina, Linguère",Louga,Linguère,A+,Etudiant,2025-01-20,1,False
DON-40704,Mame,Fall,F,38,+221 76 709 01 15,mame.fall@example.sn,"Quartier Escale, Linguère",Louga,Linguère,O+,Chauffeur,2025-06-22,1,False
DON-75578,Mamadou,Faye,M,31,+221 76 386 01 31,mamadou.faye1@example.sn,"Quartier Diamaguène, Linguère",Louga,Linguère,O+,Informaticien,2024-07-01,2,False
DON-39879,Abdoulaye,Seck,M,22,+221 75 560 24 59,abdoulaye.seck@example.sn,"Quartier Médina, Mbacké",Diourbel,Mbacké,A+,Etudiant,2024-06-30,2,False
DON-16797,Khadija,Ndoye,F,54,+221 70 825 69 54,khadija.ndoye1@example.sn,"Quartier Plateau, Sédhiou",Sédhiou,Sédhiou,O+,Chauffeur,2024-04-09,0,False
DON-65058,Rokhaya,Diallo,F,50,+221 75 853 06 46,rokhaya.diallo@example.sn,"Quartier HLM, Ziguinchor",Ziguinchor,Ziguinchor,A+,Etudiant,2025-04-25,1,False
